ID,Age,Gender,Grade,Result
2532,24,Other,Undergraduate,Good
2533,24,Female,Undergraduate,Good
2534,17,Female,Postgraduate,Good
2535,16,Female,High School,Average
2536,21,Male,High School,Average
2537,17,Other,High School,Average
2538,20,Male,Postgraduate,Good
2539,24,Male,Postgraduate,Poor
2540,17,Other,Postgraduate,Good
2541,17,Other,Undergraduate,Poor
2542,23,Female,High School,Poor
2543,25,Female,High School,Poor
2544,20,Male,Postgraduate,Good
2545,16,Other,Postgraduate,Poor
2546,16,Other,Postgraduate,Average
2547,17,Male,Undergraduate,Good
2548,24,Male,High School,Poor
2549,21,Male,High School,Good
2550,19,Other,Postgraduate,Poor
2551,18,Other,High School,Poor
2552,22,Female,Undergraduate,Good
2553,18,Female,Postgraduate,Average
2554,23,Female,High School,Poor
2555,24,Male,High School,Average
2556,21,Female,Postgraduate,Poor
2557,18,Male,Postgraduate,Average
2558,19,Female,Postgraduate,Poor
2559,25,Female,High School,Good
2560,22,Male,Undergraduate,Good
2561,19,Other,Undergraduate,Poor
2562,21,Female,High School,Average
2563,24,Female,Undergraduate,Poor
2564,22,Female,Undergraduate,Good
2565,25,Male,High School,Good
2566,25,Female,Postgraduate,Poor
2567,23,Other,High School,Poor
2568,25,Male,High School,Poor
2569,20,Other,Postgraduate,Poor
2570,16,Male,High School,Good
2571,17,Other,Postgraduate,Poor
2572,16,Male,Postgraduate,Average
2573,23,Female,High School,Poor
2574,17,Other,Undergraduate,Poor
2575,24,Other,Undergraduate,Good
2576,19,Male,Undergraduate,Poor
2577,19,Female,Undergraduate,Average
2578,19,Other,High School,Poor
2579,18,Other,High School,Good
2580,20,Male,High School,Average
2581,19,Other,Undergraduate,Poor
2582,20,Male,Undergraduate,Average
2583,19,Female,Undergraduate,Average
2584,23,Other,Postgraduate,Good
2585,18,Male,Undergraduate,Good
2586,17,Female,High School,Good
2587,22,Other,High School,Average
2588,18,Female,High School,Poor
2589,17,Other,Undergraduate,Average
2590,23,Female,High School,Average
2591,18,Male,Undergraduate,Good
2592,23,Other,Postgraduate,Poor
2593,20,Male,High School,Poor
2594,16,Female,Undergraduate,Good
2595,16,Female,High School,Good
2596,19,Other,Undergraduate,Poor
2597,23,Female,Undergraduate,Good
2598,25,Male,Postgraduate,Good
2599,19,Other,Postgraduate,Good
2600,20,Female,Postgraduate,Average
2601,18,Other,Postgraduate,Poor
2602,25,Male,High School,Good
2603,24,Female,High School,Poor
2604,23,Other,Postgraduate,Average
2605,18,Female,Postgraduate,Good
2606,18,Female,Undergraduate,Poor
2607,21,Female,Undergraduate,Good
2608,22,Female,Postgraduate,Good
2609,20,Male,Postgraduate,Good
2610,16,Female,Postgraduate,Average
2611,21,Female,Postgraduate,Poor
2612,24,Other,Undergraduate,Good
2613,16,Male,Postgraduate,Average
2614,21,Male,Undergraduate,Good
2615,19,Male,High School,Average
2616,25,Female,High School,Average
2617,25,Male,Postgraduate,Good
2618,19,Male,Postgraduate,Poor
2619,24,Male,High School,Good
2620,25,Other,Postgraduate,Poor
2621,18,Male,Undergraduate,Average
2622,22,Male,Undergraduate,Good
2623,22,Female,Undergraduate,Good
2624,24,Male,High School,Poor
2625,24,Other,Undergraduate,Average
2626,23,Male,High School,Poor
2627,24,Male,Postgraduate,Poor
2628,16,Other,Undergraduate,Good
2629,23,Male,Postgraduate,Poor
2630,18,Male,Postgraduate,Good
2631,19,Male,Postgraduate,Poor
2632,22,Male,High School,Good
2633,25,Male,Postgraduate,Good
2634,25,Male,High School,Good
2635,18,Other,Undergraduate,Good
2636,20,Female,Postgraduate,Poor
2637,17,Other,Undergraduate,Average
2638,19,Male,Postgraduate,Average
2639,17,Other,Postgraduate,Good
2640,19,Other,Undergraduate,Poor
2641,18,Male,Postgraduate,Poor
2642,24,Other,High School,Poor
2643,23,Female,High School,Average
2644,25,Other,Undergraduate,Poor
2645,24,Male,High School,Poor
2646,17,Female,Undergraduate,Poor
2647,24,Other,Undergraduate,Poor
2648,16,Male,High School,Average
2649,24,Female,High School,Poor
2650,20,Other,Undergraduate,Average
2651,24,Male,Postgraduate,Poor
2652,24,Other,Postgraduate,Good
2653,19,Female,Undergraduate,Poor
2654,23,Female,High School,Good
2655,21,Other,High School,Good
2656,21,Male,High School,Good
2657,24,Female,Postgraduate,Good
2658,17,Other,Postgraduate,Average
2659,18,Other,Undergraduate,Poor
2660,18,Other,High School,Average
2661,22,Other,Postgraduate,Poor
2662,20,Male,Undergraduate,Average
2663,16,Male,High School,Poor
2664,23,Other,High School,Good
2665,20,Other,High School,Good
2666,19,Male,Undergraduate,Poor
2667,19,Other,Postgraduate,Average
2668,17,Female,Postgraduate,Poor
2669,16,Female,Postgraduate,Good
2670,21,Female,Postgraduate,Good
2671,18,Male,Undergraduate,Good
2672,24,Male,High School,Poor
2673,19,Male,Postgraduate,Poor
2674,17,Male,Postgraduate,Poor
2675,19,Other,Postgraduate,Good
2676,19,Male,High School,Good
2677,16,Other,Undergraduate,Good
2678,23,Other,Undergraduate,Average
2679,19,Male,Postgraduate,Good
2680,19,Male,High School,Poor
2681,22,Male,High School,Good
2682,17,Male,Postgraduate,Average
2683,21,Other,Postgraduate,Average
2684,21,Other,High School,Average
2685,22,Male,High School,Poor
2686,17,Male,Postgraduate,Good
2687,22,Other,Postgraduate,Good
2688,17,Other,Undergraduate,Good
2689,17,Female,Undergraduate,Average
2690,16,Male,Postgraduate,Good
2691,24,Female,High School,Poor
2692,24,Female,Postgraduate,Average
2693,20,Male,High School,Poor
2694,22,Other,Postgraduate,Good
2695,25,Female,Postgraduate,Good
2696,22,Other,Postgraduate,Poor
2697,18,Female,Postgraduate,Average
2698,17,Male,High School,Poor
2699,19,Other,Postgraduate,Good
2700,23,Other,Undergraduate,Average
2701,16,Male,Undergraduate,Good
2702,23,Female,High School,Average
2703,17,Other,Undergraduate,Average
2704,25,Male,Postgraduate,Good
2705,23,Female,High School,Good
2706,17,Male,Undergraduate,Average
2707,22,Female,Undergraduate,Poor
2708,18,Other,High School,Good
2709,21,Male,High School,Average
2710,22,Male,Postgraduate,Average
2711,21,Other,Postgraduate,Poor
2712,20,Male,Postgraduate,Poor
2713,24,Male,Postgraduate,Good
2714,24,Male,Undergraduate,Average
2715,18,Female,High School,Average
2716,22,Female,Postgraduate,Average
2717,17,Other,Postgraduate,Average
2718,16,Female,Undergraduate,Average
2719,25,Other,Undergraduate,Good
2720,19,Female,Postgraduate,Good
2721,18,Male,Undergraduate,Average
2722,19,Male,Undergraduate,Poor
2723,18,Female,Postgraduate,Good
2724,25,Other,Postgraduate,Good
2725,24,Other,Postgraduate,Poor
2726,19,Female,Undergraduate,Good
2727,19,Other,Undergraduate,Average
2728,22,Male,Undergraduate,Average
2729,19,Female,High School,Poor
2730,24,Other,High School,Good
2731,24,Female,High School,Average
2732,24,Male,Undergraduate,Good
2733,21,Female,High School,Good
2734,25,Female,High School,Poor
2735,24,Male,High School,Average
2736,18,Other,Undergraduate,Poor
2737,17,Male,Undergraduate,Poor
2738,25,Other,Postgraduate,Poor
2739,17,Other,High School,Good
2740,22,Male,Undergraduate,Poor
2741,25,Male,High School,Poor
2742,20,Male,Postgraduate,Poor
2743,19,Male,High School,Good
2744,17,Male,Postgraduate,Good
2745,19,Other,High School,Poor
2746,25,Other,Undergraduate,Good
2747,21,Male,Undergraduate,Poor
2748,21,Female,Postgraduate,Average
2749,23,Male,High School,Good
2750,21,Other,High School,Poor
2751,20,Female,High School,Poor
2752,22,Female,Postgraduate,Poor
2753,18,Female,High School,Good
2754,19,Female,Postgraduate,Poor
2755,21,Other,Postgraduate,Average
2756,24,Male,High School,Average
2757,21,Female,Undergraduate,Poor
2758,19,Male,Postgraduate,Average
2759,23,Other,Postgraduate,Poor
2760,20,Female,High School,Poor
2761,20,Other,Undergraduate,Good
2762,23,Other,Undergraduate,Poor
2763,24,Other,Undergraduate,Average
2764,19,Female,High School,Poor
2765,23,Female,Undergraduate,Good
2766,23,Other,Undergraduate,Poor
2767,18,Male,High School,Good
2768,19,Male,Postgraduate,Good
2769,17,Female,Undergraduate,Poor
2770,20,Male,Undergraduate,Average
2771,21,Female,High School,Good
2772,21,Female,High School,Average
2773,17,Female,High School,Good
2774,19,Male,High School,Poor
2775,17,Female,Postgraduate,Average
2776,25,Female,High School,Average
2777,20,Female,High School,Average
2778,25,Other,Undergraduate,Good
2779,17,Female,Undergraduate,Average
2780,24,Male,Undergraduate,Good
2781,25,Male,Undergraduate,Poor
2782,16,Male,High School,Poor
2783,21,Female,Postgraduate,Good
2784,24,Female,Postgraduate,Average
2785,18,Male,High School,Average
2786,25,Other,Undergraduate,Good
2787,24,Male,High School,Poor
2788,17,Other,Postgraduate,Good
2789,17,Male,Undergraduate,Good
2790,25,Other,Postgraduate,Good
2791,17,Male,Postgraduate,Poor
2792,18,Female,Undergraduate,Good
2793,19,Male,Undergraduate,Poor
2794,18,Male,Postgraduate,Good
2795,21,Other,Postgraduate,Average
2796,21,Male,Undergraduate,Average
2797,20,Other,High School,Good
2798,17,Other,High School,Average
2799,25,Other,Undergraduate,Average
2800,19,Other,High School,Good
2801,22,Female,Undergraduate,Good
2802,23,Other,High School,Average
2803,24,Female,Postgraduate,Good
2804,17,Other,Undergraduate,Good
2805,24,Male,High School,Average
2806,22,Other,Postgraduate,Good
2807,22,Other,Postgraduate,Good
2808,16,Female,Postgraduate,Average
2809,25,Female,High School,Poor
2810,25,Male,Undergraduate,Average
2811,23,Other,High School,Good
2812,18,Other,Postgraduate,Poor
2813,19,Male,Undergraduate,Good
2814,25,Female,Undergraduate,Average
2815,19,Other,Undergraduate,Average
2816,17,Male,Undergraduate,Good
2817,18,Female,Postgraduate,Good
2818,20,Male,High School,Poor
2819,18,Male,Undergraduate,Poor
2820,20,Other,High School,Poor
2821,23,Female,Undergraduate,Average
2822,23,Other,Undergraduate,Good
2823,25,Female,Undergraduate,Poor
2824,18,Female,High School,Good
2825,20,Other,High School,Average
2826,16,Male,High School,Good
2827,22,Male,High School,Average
2828,18,Female,High School,Poor
2829,22,Other,High School,Average
2830,23,Male,Undergraduate,Good
2831,25,Female,Postgraduate,Good
2832,22,Female,High School,Poor
2833,20,Other,High School,Good
2834,24,Other,High School,Good
2835,16,Male,High School,Average
2836,21,Female,High School,Average
2837,21,Female,Postgraduate,Good
2838,22,Female,Postgraduate,Average
2839,22,Other,Undergraduate,Good
2840,17,Male,Undergraduate,Poor
2841,25,Male,Undergraduate,Average
2842,20,Other,Undergraduate,Good
2843,21,Other,Undergraduate,Poor
2844,17,Male,Postgraduate,Poor
2845,24,Male,Postgraduate,Poor
2846,21,Male,Undergraduate,Average
2847,20,Male,Undergraduate,Average
2848,23,Male,Undergraduate,Good
2849,23,Other,Undergraduate,Poor
2850,16,Other,High School,Poor
2851,22,Male,High School,Good
2852,21,Male,Undergraduate,Average
2853,18,Female,High School,Average
2854,16,Other,High School,Poor
2855,17,Other,Undergraduate,Poor
2856,16,Female,Postgraduate,Good
2857,18,Male,Postgraduate,Good
2858,21,Other,Postgraduate,Average
2859,17,Female,Undergraduate,Good
2860,21,Other,Postgraduate,Average
2861,25,Other,Postgraduate,Good
2862,23,Female,High School,Poor
2863,18,Male,Undergraduate,Poor
2864,18,Male,Undergraduate,Good
2865,16,Other,High School,Good
2866,18,Other,Postgraduate,Average
2867,22,Male,Postgraduate,Poor
2868,24,Other,Undergraduate,Average
2869,23,Other,Postgraduate,Poor
2870,18,Male,Postgraduate,Poor
2871,20,Female,Postgraduate,Average
2872,16,Female,Undergraduate,Average
2873,16,Female,Postgraduate,Good
2874,24,Female,High School,Average
2875,25,Female,Undergraduate,Good
2876,22,Male,Postgraduate,Good
2877,19,Other,Postgraduate,Average
2878,19,Female,High School,Good
2879,18,Female,High School,Average
2880,20,Female,High School,Average
2881,23,Female,Postgraduate,Poor
2882,18,Female,Undergraduate,Good
2883,21,Female,Postgraduate,Good
2884,19,Other,Postgraduate,Good
2885,18,Other,Undergraduate,Poor
2886,16,Female,Undergraduate,Poor
2887,23,Female,Undergraduate,Average
2888,22,Female,Postgraduate,Good
2889,22,Female,Postgraduate,Poor
2890,23,Female,Undergraduate,Poor
2891,25,Male,Postgraduate,Poor
2892,24,Female,Undergraduate,Good
2893,25,Male,High School,Average
2894,18,Male,Undergraduate,Average
2895,17,Male,Undergraduate,Good
2896,19,Male,Undergraduate,Average
2897,19,Male,Postgraduate,Poor
2898,23,Male,High School,Poor
2899,23,Other,Undergraduate,Poor
2900,22,Female,Postgraduate,Poor
2901,20,Male,High School,Good
2902,16,Male,Undergraduate,Average
2903,21,Other,Undergraduate,Average
2904,16,Male,High School,Average
2905,17,Other,High School,Poor
2906,21,Other,Undergraduate,Average
2907,16,Other,Undergraduate,Average
2908,21,Other,Postgraduate,Poor
2909,24,Female,Postgraduate,Poor
2910,21,Female,Postgraduate,Average
2911,16,Male,Postgraduate,Good
2912,24,Female,High School,Good
2913,22,Female,Postgraduate,Average
2914,20,Female,Undergraduate,Poor
2915,22,Other,Undergraduate,Good
2916,21,Male,Undergraduate,Average
2917,23,Female,Postgraduate,Average
2918,23,Other,Postgraduate,Poor
2919,23,Female,High School,Poor
2920,21,Male,High School,Average
2921,17,Male,Postgraduate,Good
2922,16,Female,Undergraduate,Good
2923,21,Male,Postgraduate,Average
2924,17,Male,Postgraduate,Good
2925,22,Other,Undergraduate,Good
2926,25,Male,Postgraduate,Poor
2927,17,Female,High School,Poor
2928,22,Other,Postgraduate,Average
2929,16,Other,Postgraduate,Average
2930,21,Female,High School,Poor
2931,23,Other,Postgraduate,Good
2932,19,Female,Postgraduate,Poor
2933,17,Female,High School,Average
2934,24,Female,Undergraduate,Poor
2935,21,Female,Postgraduate,Average
2936,17,Male,High School,Average
2937,20,Female,High School,Good
2938,22,Male,Undergraduate,Average
2939,18,Other,High School,Average
2940,16,Male,Postgraduate,Poor
2941,25,Other,Undergraduate,Good
2942,20,Other,Postgraduate,Good
2943,20,Female,Undergraduate,Poor
2944,22,Female,High School,Poor
2945,21,Male,Postgraduate,Poor
2946,16,Male,Postgraduate,Good
2947,16,Female,Undergraduate,Good
2948,22,Other,Undergraduate,Good
2949,17,Other,Undergraduate,Good
2950,24,Other,High School,Good
2951,24,Other,High School,Good
2952,19,Female,High School,Good
2953,18,Male,High School,Poor
2954,23,Male,Postgraduate,Poor
2955,19,Female,High School,Good
2956,18,Female,High School,Good
2957,18,Other,Undergraduate,Good
2958,18,Male,High School,Poor
2959,16,Female,High School,Good
2960,20,Other,Postgraduate,Good
2961,17,Other,Undergraduate,Average
2962,22,Male,High School,Average
2963,19,Male,Postgraduate,Good
2964,17,Female,Undergraduate,Good
2965,23,Male,Postgraduate,Good
2966,23,Male,Undergraduate,Good
2967,16,Female,Undergraduate,Poor
2968,20,Female,Postgraduate,Average
2969,25,Male,Undergraduate,Good
2970,17,Other,Postgraduate,Average
2971,24,Male,High School,Average
2972,17,Other,Postgraduate,Poor
2973,22,Male,Postgraduate,Average
2974,17,Other,Undergraduate,Poor
2975,17,Female,Postgraduate,Poor
2976,16,Male,High School,Poor
2977,16,Other,Undergraduate,Good
2978,24,Other,Undergraduate,Average
2979,17,Male,Postgraduate,Poor
2980,18,Female,High School,Poor
2981,24,Male,Undergraduate,Average
2982,21,Male,Undergraduate,Average
2983,21,Female,Postgraduate,Good
2984,24,Male,Postgraduate,Average
2985,22,Male,Postgraduate,Good
2986,18,Male,Undergraduate,Good
2987,24,Other,Undergraduate,Poor
2988,19,Male,Postgraduate,Poor
2989,25,Male,Postgraduate,Poor
2990,18,Female,High School,Average
2991,24,Other,Postgraduate,Poor
2992,18,Male,Undergraduate,Poor
2993,16,Male,Postgraduate,Average
2994,25,Other,High School,Poor
2995,18,Female,High School,Average
2996,18,Female,Postgraduate,Good
2997,20,Other,Postgraduate,Poor
2998,24,Female,Undergraduate,Average
2999,22,Female,Undergraduate,Good
3000,18,Male,High School,Average
3001,18,Male,Postgraduate,Average
3002,19,Female,Postgraduate,Average
3003,22,Other,Postgraduate,Poor
3004,19,Female,Undergraduate,Average
3005,24,Other,Postgraduate,Average
3006,18,Female,Postgraduate,Good
3007,22,Female,Postgraduate,Good
3008,25,Male,Postgraduate,Average
3009,24,Other,Undergraduate,Good
3010,20,Male,High School,Poor
3011,19,Male,Postgraduate,Poor
3012,17,Female,Postgraduate,Poor
3013,20,Male,Postgraduate,Good
3014,18,Other,Postgraduate,Poor
3015,18,Female,Undergraduate,Average
3016,25,Female,Postgraduate,Good
3017,22,Female,Undergraduate,Good
3018,21,Male,Postgraduate,Good
3019,18,Male,Undergraduate,Poor
3020,24,Other,Postgraduate,Average
3021,22,Male,Undergraduate,Average
3022,23,Female,High School,Good
3023,19,Male,Postgraduate,Good
3024,22,Other,Postgraduate,Good
3025,24,Male,Postgraduate,Poor
3026,23,Female,Postgraduate,Average
3027,22,Female,Postgraduate,Good
3028,20,Other,Postgraduate,Poor
3029,23,Female,High School,Poor
3030,23,Female,Postgraduate,Average
3031,19,Male,Postgraduate,Poor
3032,24,Male,High School,Good
3033,16,Other,High School,Average
3034,24,Female,Postgraduate,Good
3035,16,Female,Postgraduate,Average
3036,20,Other,High School,Poor
3037,21,Female,Undergraduate,Average
3038,25,Female,Undergraduate,Poor
3039,20,Male,High School,Poor
3040,19,Male,Undergraduate,Average
3041,20,Male,Undergraduate,Good
3042,22,Female,Undergraduate,Good
3043,17,Male,Postgraduate,Good
3044,22,Male,High School,Good
3045,24,Male,Undergraduate,Poor
3046,22,Other,Undergraduate,Poor
3047,19,Other,High School,Average
3048,23,Male,Postgraduate,Good
3049,25,Male,Postgraduate,Good
3050,23,Other,Postgraduate,Poor
3051,24,Other,Undergraduate,Average
3052,21,Male,High School,Average
3053,16,Other,High School,Good
3054,24,Other,High School,Good
3055,24,Other,Undergraduate,Average
3056,16,Male,Undergraduate,Average
3057,24,Female,Undergraduate,Poor
3058,16,Female,Postgraduate,Poor
3059,17,Female,Undergraduate,Poor
3060,21,Female,Undergraduate,Poor
3061,22,Female,High School,Poor
3062,22,Other,Postgraduate,Poor
3063,21,Other,Undergraduate,Poor
3064,23,Other,Postgraduate,Poor
3065,23,Male,Postgraduate,Good
3066,16,Male,Postgraduate,Good
3067,24,Male,Undergraduate,Average
3068,19,Other,High School,Good
3069,19,Female,Postgraduate,Average
3070,24,Female,Postgraduate,Good
3071,25,Other,High School,Good
3072,17,Female,High School,Good
3073,21,Male,Postgraduate,Average
3074,17,Male,Postgraduate,Average
3075,24,Other,Undergraduate,Good
3076,18,Other,High School,Average
3077,21,Male,High School,Poor
3078,18,Male,High School,Average
3079,20,Other,High School,Poor
3080,18,Male,Postgraduate,Poor
3081,23,Female,Undergraduate,Average
3082,19,Other,Postgraduate,Poor
3083,18,Other,Undergraduate,Poor
3084,23,Other,High School,Average
3085,22,Other,Undergraduate,Good
3086,16,Female,High School,Poor
3087,18,Other,Undergraduate,Average
3088,18,Female,Undergraduate,Good
3089,19,Female,High School,Good
3090,16,Male,High School,Good
3091,25,Female,Undergraduate,Poor
3092,24,Male,High School,Poor
3093,17,Other,High School,Poor
3094,22,Male,Postgraduate,Poor
3095,17,Female,High School,Good
3096,23,Other,High School,Average
3097,18,Other,Postgraduate,Good
3098,21,Other,Postgraduate,Good
3099,23,Female,Undergraduate,Good
3100,20,Female,Undergraduate,Good
3101,22,Other,High School,Poor
3102,24,Other,High School,Poor
3103,20,Male,High School,Good
3104,25,Other,Postgraduate,Good
3105,22,Other,High School,Good
3106,23,Other,High School,Average
3107,25,Female,Postgraduate,Poor
3108,19,Female,Postgraduate,Average
3109,23,Male,Postgraduate,Poor
3110,23,Male,Undergraduate,Average
3111,16,Male,Undergraduate,Poor
3112,22,Female,Undergraduate,Good
3113,21,Female,Postgraduate,Poor
3114,24,Male,High School,Poor
3115,25,Other,Undergraduate,Poor
3116,23,Male,Postgraduate,Average
3117,19,Male,High School,Poor
3118,17,Female,Postgraduate,Average
3119,18,Male,Undergraduate,Good
3120,22,Male,Undergraduate,Good
3121,24,Male,Postgraduate,Average
3122,18,Male,High School,Good
3123,22,Male,Postgraduate,Poor
3124,25,Male,Postgraduate,Average
3125,16,Other,High School,Average
3126,18,Female,Undergraduate,Good
3127,17,Other,Postgraduate,Average
3128,21,Male,Postgraduate,Good
3129,24,Other,High School,Poor
3130,18,Male,Postgraduate,Average
3131,23,Other,Undergraduate,Good
3132,24,Male,Postgraduate,Good
3133,23,Female,Undergraduate,Average
3134,24,Male,Postgraduate,Average
3135,24,Male,Undergraduate,Average
3136,18,Male,Postgraduate,Average
3137,24,Male,Postgraduate,Average
3138,16,Female,Postgraduate,Good
3139,19,Other,Undergraduate,Poor
3140,25,Female,Undergraduate,Good
3141,16,Male,Postgraduate,Poor
3142,17,Male,Undergraduate,Average
3143,19,Male,Postgraduate,Poor
3144,25,Female,High School,Average
3145,23,Male,High School,Good
3146,25,Other,Postgraduate,Good
3147,21,Male,Postgraduate,Good
3148,19,Other,Postgraduate,Poor
3149,19,Female,High School,Poor
3150,21,Male,High School,Good
3151,16,Male,High School,Poor
3152,20,Male,Postgraduate,Good
3153,19,Female,High School,Good
3154,23,Female,Undergraduate,Average
3155,25,Other,High School,Poor
3156,24,Other,Undergraduate,Good
3157,25,Male,Postgraduate,Poor
3158,17,Male,Postgraduate,Poor
3159,17,Female,High School,Average
3160,23,Male,Postgraduate,Good
3161,21,Other,Undergraduate,Average
3162,23,Male,High School,Poor
3163,16,Other,Postgraduate,Average
3164,18,Female,High School,Poor
3165,22,Female,High School,Average
3166,22,Female,Undergraduate,Average
3167,20,Male,High School,Average
3168,24,Female,High School,Good
3169,17,Male,High School,Good
3170,16,Female,Undergraduate,Average
3171,18,Male,Undergraduate,Average
3172,22,Male,Postgraduate,Poor
3173,23,Male,High School,Good
3174,23,Female,Undergraduate,Average
3175,17,Male,Postgraduate,Average
3176,21,Other,High School,Good
3177,20,Other,High School,Poor
3178,17,Female,High School,Good
3179,25,Other,High School,Poor
3180,16,Female,High School,Good
3181,19,Female,High School,Good
3182,21,Male,High School,Poor
3183,24,Male,Postgraduate,Average
3184,24,Male,High School,Average
3185,18,Other,Undergraduate,Good
3186,24,Other,High School,Poor
3187,21,Other,Postgraduate,Poor
3188,23,Male,High School,Good
3189,23,Other,High School,Good
3190,18,Other,Postgraduate,Poor
3191,18,Male,Postgraduate,Average
3192,24,Male,High School,Average
3193,25,Male,High School,Poor
3194,18,Other,Postgraduate,Poor
3195,19,Female,Postgraduate,Poor
3196,22,Male,Postgraduate,Good
3197,24,Other,Postgraduate,Average
3198,18,Other,High School,Poor
3199,16,Female,High School,Poor
3200,17,Male,Postgraduate,Average
3201,25,Other,High School,Poor
3202,19,Male,Postgraduate,Average
3203,22,Male,High School,Good
3204,16,Female,Postgraduate,Good
3205,19,Female,Postgraduate,Good
3206,17,Female,High School,Poor
3207,22,Other,Postgraduate,Poor
3208,22,Female,Postgraduate,Poor
3209,22,Female,Undergraduate,Good
3210,21,Other,High School,Poor
3211,20,Male,High School,Good
3212,18,Female,Postgraduate,Average
3213,23,Male,Undergraduate,Average
3214,22,Male,Postgraduate,Good
3215,17,Other,Postgraduate,Poor
3216,20,Female,Undergraduate,Good
3217,17,Female,Postgraduate,Average
3218,18,Other,Undergraduate,Good
3219,22,Other,Postgraduate,Average
3220,25,Male,High School,Average
3221,17,Female,High School,Average
3222,16,Female,Postgraduate,Average
3223,21,Other,High School,Poor
3224,20,Female,Postgraduate,Average
3225,22,Female,Postgraduate,Poor
3226,19,Other,Postgraduate,Poor
3227,17,Other,Undergraduate,Good
3228,22,Male,High School,Poor
3229,17,Female,Postgraduate,Average
3230,18,Other,Postgraduate,Good
3231,20,Other,Undergraduate,Good
3232,19,Female,Postgraduate,Poor
3233,25,Other,High School,Poor
3234,19,Other,High School,Poor
3235,17,Male,Undergraduate,Poor
3236,24,Female,Postgraduate,Average
3237,17,Male,Postgraduate,Good
3238,24,Female,High School,Poor
3239,24,Male,Undergraduate,Poor
3240,20,Female,High School,Average
3241,23,Other,High School,Good
3242,20,Other,High School,Good
3243,24,Male,High School,Poor
3244,21,Male,Undergraduate,Good
3245,23,Male,High School,Good
3246,25,Other,Postgraduate,Average
3247,22,Male,High School,Average
3248,20,Female,High School,Poor
3249,20,Male,Undergraduate,Average
3250,22,Female,Postgraduate,Good
3251,21,Male,Postgraduate,Poor
3252,18,Other,High School,Average
3253,24,Male,High School,Good
3254,25,Other,Undergraduate,Average
3255,21,Other,Undergraduate,Poor
3256,22,Female,High School,Good
3257,22,Female,High School,Average
3258,17,Other,Postgraduate,Poor
3259,17,Other,High School,Poor
3260,17,Male,Undergraduate,Good
3261,25,Male,Undergraduate,Average
3262,25,Female,Undergraduate,Average
3263,22,Male,High School,Average
3264,20,Female,Undergraduate,Average
3265,25,Male,Undergraduate,Average
3266,17,Male,Postgraduate,Good
3267,16,Female,High School,Poor
3268,19,Female,Postgraduate,Good
3269,17,Female,Undergraduate,Poor
3270,16,Male,Undergraduate,Average
3271,25,Other,Undergraduate,Average
3272,19,Other,High School,Poor
3273,23,Female,Undergraduate,Poor
3274,16,Female,Postgraduate,Poor
3275,22,Other,High School,Average
3276,21,Other,Undergraduate,Average
3277,16,Other,Undergraduate,Poor
3278,18,Male,Postgraduate,Poor
3279,24,Female,Undergraduate,Average
3280,22,Male,Postgraduate,Poor
3281,18,Other,Postgraduate,Poor
3282,20,Male,Postgraduate,Average
3283,24,Male,Postgraduate,Good
3284,25,Male,Undergraduate,Poor
3285,24,Female,High School,Good
3286,18,Other,High School,Average
3287,20,Other,Postgraduate,Average
3288,21,Female,High School,Average
3289,16,Female,High School,Poor
3290,22,Other,Postgraduate,Good
3291,24,Female,Undergraduate,Poor
3292,21,Female,Undergraduate,Average
3293,21,Other,Undergraduate,Poor
3294,23,Other,High School,Average
3295,17,Male,High School,Average
3296,16,Male,High School,Average
3297,20,Other,Postgraduate,Poor
3298,23,Female,Undergraduate,Average
3299,20,Other,Undergraduate,Poor
3300,22,Female,High School,Poor
3301,21,Male,Postgraduate,Good
3302,17,Other,Postgraduate,Good
3303,21,Other,High School,Average
3304,18,Female,Undergraduate,Poor
3305,16,Male,Postgraduate,Poor
3306,17,Male,Undergraduate,Average
3307,23,Other,Undergraduate,Average
3308,22,Other,Postgraduate,Average
3309,19,Other,Postgraduate,Poor
3310,23,Other,Postgraduate,Good
3311,19,Male,Undergraduate,Average
3312,21,Male,Undergraduate,Poor
3313,25,Female,High School,Poor
3314,25,Other,Postgraduate,Average
3315,21,Female,Postgraduate,Good
3316,21,Male,High School,Good
3317,20,Male,High School,Poor
3318,20,Male,Undergraduate,Good
3319,23,Female,High School,Poor
3320,18,Other,Undergraduate,Poor
3321,18,Female,Undergraduate,Poor
3322,25,Other,High School,Good
3323,20,Male,Postgraduate,Good
3324,19,Other,Undergraduate,Average
3325,23,Female,Undergraduate,Good
3326,23,Male,Postgraduate,Average
3327,21,Other,High School,Good
3328,24,Male,Postgraduate,Average
3329,23,Female,Postgraduate,Good
3330,25,Female,Undergraduate,Poor
3331,19,Other,Undergraduate,Average
3332,18,Male,High School,Good
3333,18,Other,High School,Poor
3334,22,Female,Undergraduate,Poor
3335,23,Male,High School,Poor
3336,16,Female,Postgraduate,Good
3337,17,Other,High School,Good
3338,18,Female,Postgraduate,Poor
3339,25,Male,Postgraduate,Good
3340,25,Male,Postgraduate,Poor
3341,16,Female,Undergraduate,Poor
3342,17,Male,Undergraduate,Poor
3343,24,Female,High School,Average
3344,20,Female,High School,Good
3345,20,Male,Undergraduate,Good
3346,22,Male,Postgraduate,Good
3347,24,Female,Postgraduate,Good
3348,23,Male,Undergraduate,Average
3349,21,Other,High School,Poor
3350,16,Male,Undergraduate,Poor
3351,25,Other,Undergraduate,Average
